,Date.Stamped,Registrant.Name,Registration.Number,Document.Type,Short.Form.Name,Foreign.Principal.Name,Foreign.Principal.Country,url,filename
614,1/17/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200117-86.pdf,6650-Informational-Materials-20200117-86.pdf
615,1/16/2020,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20200116-4.pdf,6650-Amendment-20200116-4.pdf
616,1/16/2020,"Racepoint Global, Inc.",6650,Supplemental Statement, , , ,https://efile.fara.gov/docs/6650-Supplemental-Statement-20200116-1.pdf,6650-Supplemental-Statement-20200116-1.pdf
617,1/15/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200115-84.pdf,6650-Informational-Materials-20200115-84.pdf
618,1/13/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200113-83.pdf,6650-Informational-Materials-20200113-83.pdf
619,1/10/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200110-82.pdf,6650-Informational-Materials-20200110-82.pdf
620,1/8/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200108-81.pdf,6650-Informational-Materials-20200108-81.pdf
621,1/6/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200106-80.pdf,6650-Informational-Materials-20200106-80.pdf
622,1/2/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200102-79.pdf,6650-Informational-Materials-20200102-79.pdf
623,12/20/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191220-76.pdf,6650-Informational-Materials-20191220-76.pdf
624,12/18/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191218-113.pdf,6650-Informational-Materials-20191218-113.pdf
625,12/18/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191218-127.pdf,6650-Informational-Materials-20191218-127.pdf
626,12/18/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191218-90.pdf,6650-Informational-Materials-20191218-90.pdf
627,12/16/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191216-89.pdf,6650-Informational-Materials-20191216-89.pdf
628,12/16/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191216-126.pdf,6650-Informational-Materials-20191216-126.pdf
629,12/16/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191216-112.pdf,6650-Informational-Materials-20191216-112.pdf
630,12/13/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191213-88.pdf,6650-Informational-Materials-20191213-88.pdf
631,12/13/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191213-125.pdf,6650-Informational-Materials-20191213-125.pdf
632,12/13/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191213-111.pdf,6650-Informational-Materials-20191213-111.pdf
633,12/11/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191211-124.pdf,6650-Informational-Materials-20191211-124.pdf
634,12/11/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191211-85.pdf,6650-Informational-Materials-20191211-85.pdf
635,12/11/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191211-110.pdf,6650-Informational-Materials-20191211-110.pdf
636,12/9/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191209-123.pdf,6650-Informational-Materials-20191209-123.pdf
637,12/9/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191209-109.pdf,6650-Informational-Materials-20191209-109.pdf
638,12/6/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191206-122.pdf,6650-Informational-Materials-20191206-122.pdf
639,12/6/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191206-108.pdf,6650-Informational-Materials-20191206-108.pdf
640,12/4/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191204-107.pdf,6650-Informational-Materials-20191204-107.pdf
641,12/4/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191204-121.pdf,6650-Informational-Materials-20191204-121.pdf
642,12/2/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191202-120.pdf,6650-Informational-Materials-20191202-120.pdf
643,12/2/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191202-106.pdf,6650-Informational-Materials-20191202-106.pdf
644,11/27/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191127-105.pdf,6650-Informational-Materials-20191127-105.pdf
645,11/27/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191127-119.pdf,6650-Informational-Materials-20191127-119.pdf
646,11/25/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191125-141.pdf,6650-Informational-Materials-20191125-141.pdf
647,11/25/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191125-87.pdf,6650-Informational-Materials-20191125-87.pdf
648,11/22/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191122-71.pdf,6650-Informational-Materials-20191122-71.pdf
649,11/20/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191120-73.pdf,6650-Informational-Materials-20191120-73.pdf
650,11/18/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191118-70.pdf,6650-Informational-Materials-20191118-70.pdf
651,11/14/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191114-140.pdf,6650-Informational-Materials-20191114-140.pdf
652,11/12/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191112-72.pdf,6650-Informational-Materials-20191112-72.pdf
653,11/6/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191106-62.pdf,6650-Informational-Materials-20191106-62.pdf
654,11/4/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191104-66.pdf,6650-Informational-Materials-20191104-66.pdf
655,11/1/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191101-75.pdf,6650-Informational-Materials-20191101-75.pdf
656,10/30/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191030-60.pdf,6650-Informational-Materials-20191030-60.pdf
657,10/28/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191028-61.pdf,6650-Informational-Materials-20191028-61.pdf
658,10/25/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191025-59.pdf,6650-Informational-Materials-20191025-59.pdf
659,10/23/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191121-64.pdf,6650-Informational-Materials-20191121-64.pdf
660,10/23/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191023-139.pdf,6650-Informational-Materials-20191023-139.pdf
661,10/21/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191121-63.pdf,6650-Informational-Materials-20191121-63.pdf
662,10/21/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191021-138.pdf,6650-Informational-Materials-20191021-138.pdf
663,10/17/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191017-137.pdf,6650-Informational-Materials-20191017-137.pdf
664,10/15/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191015-69.pdf,6650-Informational-Materials-20191015-69.pdf
665,10/11/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191011-67.pdf,6650-Informational-Materials-20191011-67.pdf
666,10/9/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191009-68.pdf,6650-Informational-Materials-20191009-68.pdf
667,10/7/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191007-50.pdf,6650-Informational-Materials-20191007-50.pdf
668,10/4/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191004-54.pdf,6650-Informational-Materials-20191004-54.pdf
669,10/3/2019,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20191003-3.pdf,6650-Amendment-20191003-3.pdf
670,10/3/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191003-48.pdf,6650-Informational-Materials-20191003-48.pdf
671,9/27/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190927-49.pdf,6650-Informational-Materials-20190927-49.pdf
672,9/25/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190925-136.pdf,6650-Informational-Materials-20190925-136.pdf
673,9/25/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190925-55.pdf,6650-Informational-Materials-20190925-55.pdf
674,9/20/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190920-51.pdf,6650-Informational-Materials-20190920-51.pdf
675,9/19/2019,"Racepoint Global, Inc.",6650,Short-Form,"Nguyen, Mai", , ,https://efile.fara.gov/docs/6650-Short-Form-20190919-28.pdf,6650-Short-Form-20190919-28.pdf
676,9/19/2019,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20190919-2.pdf,6650-Amendment-20190919-2.pdf
677,9/19/2019,"Racepoint Global, Inc.",6650,Short-Form,"Tyaqi, Risha", , ,https://efile.fara.gov/docs/6650-Short-Form-20190919-26.pdf,6650-Short-Form-20190919-26.pdf
678,9/19/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190919-47.pdf,6650-Informational-Materials-20190919-47.pdf
679,9/18/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190918-46.pdf,6650-Informational-Materials-20190918-46.pdf
680,9/18/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190918-135.pdf,6650-Informational-Materials-20190918-135.pdf
681,9/11/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190911-38.pdf,6650-Informational-Materials-20190911-38.pdf
682,9/10/2019,"Racepoint Global, Inc.",6650,Short-Form,"Donald, Blair", , ,https://efile.fara.gov/docs/6650-Short-Form-20190910-22.pdf,6650-Short-Form-20190910-22.pdf
683,9/10/2019,"Racepoint Global, Inc.",6650,Short-Form,"Fitzgerald, Elizabeth", , ,https://efile.fara.gov/docs/6650-Short-Form-20190910-24.pdf,6650-Short-Form-20190910-24.pdf
684,9/9/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190909-43.pdf,6650-Informational-Materials-20190909-43.pdf
685,9/3/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190903-134.pdf,6650-Informational-Materials-20190903-134.pdf
686,8/29/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190829-44.pdf,6650-Informational-Materials-20190829-44.pdf
687,8/28/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190828-52.pdf,6650-Informational-Materials-20190828-52.pdf
688,8/26/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190826-41.pdf,6650-Informational-Materials-20190826-41.pdf
689,8/22/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190822-40.pdf,6650-Informational-Materials-20190822-40.pdf
690,8/19/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190819-36.pdf,6650-Informational-Materials-20190819-36.pdf
691,8/14/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190814-34.pdf,6650-Informational-Materials-20190814-34.pdf
692,8/13/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190813-45.pdf,6650-Informational-Materials-20190813-45.pdf
693,8/8/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190808-133.pdf,6650-Informational-Materials-20190808-133.pdf
694,8/6/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190806-32.pdf,6650-Informational-Materials-20190806-32.pdf
695,8/6/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190806-132.pdf,6650-Informational-Materials-20190806-132.pdf
696,8/5/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190805-31.pdf,6650-Informational-Materials-20190805-31.pdf
697,7/25/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190725-35.pdf,6650-Informational-Materials-20190725-35.pdf
698,7/22/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190722-53.pdf,6650-Informational-Materials-20190722-53.pdf
699,7/17/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190717-30.pdf,6650-Informational-Materials-20190717-30.pdf
700,7/16/2019,Racepoint,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190716-131.pdf,6650-Informational-Materials-20190716-131.pdf
701,7/12/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190711-29.pdf,6650-Informational-Materials-20190711-29.pdf
702,7/11/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190711-28.pdf,6650-Informational-Materials-20190711-28.pdf
703,7/10/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190710-26.pdf,6650-Informational-Materials-20190710-26.pdf
704,7/8/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190708-25.pdf,6650-Informational-Materials-20190708-25.pdf
705,7/2/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190702-17.pdf,6650-Informational-Materials-20190702-17.pdf
706,7/2/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190702-115.pdf,6650-Informational-Materials-20190702-115.pdf
707,7/2/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190702-130.pdf,6650-Informational-Materials-20190702-130.pdf
708,7/1/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190701-22.pdf,6650-Informational-Materials-20190701-22.pdf
709,6/28/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190628-21.pdf,6650-Informational-Materials-20190628-21.pdf
710,6/28/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190628-129.pdf,6650-Informational-Materials-20190628-129.pdf
711,6/26/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190626-20.pdf,6650-Informational-Materials-20190626-20.pdf
712,6/24/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190624-19.pdf,6650-Informational-Materials-20190624-19.pdf
713,6/20/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190620-23.pdf,6650-Informational-Materials-20190620-23.pdf
714,6/18/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190618-24.pdf,6650-Informational-Materials-20190618-24.pdf
715,6/13/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190613-114.pdf,6650-Informational-Materials-20190613-114.pdf
716,6/13/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190613-128.pdf,6650-Informational-Materials-20190613-128.pdf
717,6/11/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190611-18.pdf,6650-Informational-Materials-20190611-18.pdf
718,6/10/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190610-143.pdf,6650-Informational-Materials-20190610-143.pdf
719,6/5/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190605-14.pdf,6650-Informational-Materials-20190605-14.pdf
720,6/5/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190605-5.pdf,6650-Informational-Materials-20190605-5.pdf
721,6/4/2019,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20190604-1.pdf,6650-Amendment-20190604-1.pdf
722,6/3/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190603-7.pdf,6650-Informational-Materials-20190603-7.pdf
723,5/29/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190529-15.pdf,6650-Informational-Materials-20190529-15.pdf
724,5/29/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190529-6.pdf,6650-Informational-Materials-20190529-6.pdf
725,5/28/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190528-27.pdf,6650-Informational-Materials-20190528-27.pdf
726,5/22/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190522-2.pdf,6650-Informational-Materials-20190522-2.pdf
727,5/20/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190520-3.pdf,6650-Informational-Materials-20190520-3.pdf
728,5/16/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190516-12.pdf,6650-Informational-Materials-20190516-12.pdf
729,5/16/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190516-144.pdf,6650-Informational-Materials-20190516-144.pdf
730,5/14/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190514-11.pdf,6650-Informational-Materials-20190514-11.pdf
731,5/10/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190510-9.pdf,6650-Informational-Materials-20190510-9.pdf
732,5/10/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190514-10.pdf,6650-Informational-Materials-20190514-10.pdf
733,5/9/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190509-16.pdf,6650-Informational-Materials-20190509-16.pdf
734,5/9/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190509-8.pdf,6650-Informational-Materials-20190509-8.pdf
735,5/7/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190507-142.pdf,6650-Informational-Materials-20190507-142.pdf
736,5/7/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190507-1.pdf,6650-Informational-Materials-20190507-1.pdf
737,3/15/2019,"Racepoint Global, Inc.",6650,Exhibit AB, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Exhibit-AB-20190315-1.pdf,6650-Exhibit-AB-20190315-1.pdf
738,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Weber, W. Lawrence", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-20.pdf,6650-Short-Form-20190315-20.pdf
739,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Timms, Laurie", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-18.pdf,6650-Short-Form-20190315-18.pdf
740,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Rechichi, Paul", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-16.pdf,6650-Short-Form-20190315-16.pdf
741,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Potts, Anne", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-14.pdf,6650-Short-Form-20190315-14.pdf
742,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Kane, Jacqueline F.", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-12.pdf,6650-Short-Form-20190315-12.pdf
743,3/15/2019,"Racepoint Global, Inc.",6650,Exhibit C, , , ,https://efile.fara.gov/docs/6650-Exhibit-C-20190315-5.pdf,6650-Exhibit-C-20190315-5.pdf
744,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Haber, Benjamin", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-8.pdf,6650-Short-Form-20190315-8.pdf
745,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Drouin, Jenna", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-6.pdf,6650-Short-Form-20190315-6.pdf
746,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Brown, Kristin", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-4.pdf,6650-Short-Form-20190315-4.pdf
747,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Bardsley, Ralph Josiah", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-2.pdf,6650-Short-Form-20190315-2.pdf
748,3/15/2019,"Racepoint Global, Inc.",6650,Registration Statement, , , ,https://efile.fara.gov/docs/6650-Registration-Statement-20190315-1.pdf,6650-Registration-Statement-20190315-1.pdf
749,3/15/2019,"Racepoint Global, Inc.",6650,Short-Form,"Kadioglu, Tara", , ,https://efile.fara.gov/docs/6650-Short-Form-20190315-10.pdf,6650-Short-Form-20190315-10.pdf
