"Date Stamped","Registrant Name","Registration Number","Document Type","Short Form Name","Foreign Principal Name","Foreign Principal Country","Url"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-56.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-58.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-76.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Karr, Valerie"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-40.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Karr, Valerie"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-78.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Kiermeier, Celine"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-42.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Kiermeier, Celine"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-70.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Sirota, Alexandra"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-44.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Sirota, Alexandra"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-52.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Sirota, Alexandra"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-72.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Smrikarov, Marc Philip George"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-26.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Smrikarov, Marc Philip George"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-28.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Smrikarov, Marc Philip George"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-64.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Wagner, Brian"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-10.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Wagner, Brian"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-60.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Walsh, Rachel"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-34.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","China-United States Exchange Foundation","CHINA","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-10.pdf"
"06/10/2009","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20090610-1.pdf"
"10/28/2008","Brown Lloyd James","5875","Short-Form","Bradley, Alison"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20081028-8.pdf"
"10/28/2008","Brown Lloyd James","5875","Short-Form","Elwood, Philip"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20081028-6.pdf"
"10/28/2008","Brown Lloyd James","5875","Exhibit C"," "," "," ","https://efile.fara.gov/docs/5875-Exhibit-C-20081028-1.pdf"
"10/28/2008","Brown Lloyd James","5875","Short-Form","Wagner, Ethan"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20081028-2.pdf"
"10/28/2008","Brown Lloyd James","5875","Short-Form","Conroy, Molly"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20081028-4.pdf"
"06/17/2008","Brown Lloyd James","5875","Registration Statement"," "," "," ","https://efile.fara.gov/docs/5875-Registration-Statement-20080617-6.pdf"
"06/17/2008","Brown Lloyd James","5875","Exhibit AB"," ","Hassan Tatanaki - Challenger Limited","LIBYA","https://efile.fara.gov/docs/5875-Exhibit-AB-20080617-2.pdf"

