"Date Stamped","Registrant Name","Registration Number","Document Type","Short Form Name","Foreign Principal Name","Foreign Principal Country","Url"
"12/08/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the State of Qatar","QATAR","https://efile.fara.gov/docs/5430-Exhibit-AB-20211208-102.pdf"
"12/08/2021","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20211208-364.pdf"
"12/08/2021","BGR Government Affairs, LLC","5430","Short-Form","Hughs, Ruth"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20211208-368.pdf"
"12/02/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211202-176.pdf"
"12/02/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211202-175.pdf"
"11/30/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211130-172.pdf"
"11/30/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20211130-173.pdf"
"11/30/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211130-174.pdf"
"11/18/2021","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20211118-360.pdf"
"11/18/2021","BGR Government Affairs, LLC","5430","Short-Form","Strupp, Hunter"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20211118-358.pdf"
"11/18/2021","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20211118-362.pdf"
"11/17/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211117-171.pdf"
"11/09/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20211109-101.pdf"
"11/09/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20211109-53.pdf"
"10/29/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211029-170.pdf"
"10/27/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211027-169.pdf"
"10/22/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Informational-Materials-20211022-168.pdf"
"10/15/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20211015-167.pdf"
"10/14/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Exhibit-AB-20211014-99.pdf"
"10/14/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20211014-51.pdf"
"10/14/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20211014-52.pdf"
"10/14/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of Kazakhstan USA","KAZAKHSTAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20211014-100.pdf"
"10/04/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211004-166.pdf"
"09/21/2021","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210921-356.pdf"
"09/21/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210921-165.pdf"
"09/19/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210919-164.pdf"
"09/14/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210914-163.pdf"
"09/13/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210913-162.pdf"
"09/08/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210908-161.pdf"
"09/02/2021","BGR Government Affairs, LLC","5430","Short-Form","Maney, Jo"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210902-348.pdf"
"09/02/2021","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210902-352.pdf"
"09/02/2021","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210902-354.pdf"
"09/02/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210902-160.pdf"
"09/02/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Exhibit-AB-20210902-98.pdf"
"09/02/2021","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210902-350.pdf"
"09/01/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210901-159.pdf"
"08/23/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210823-158.pdf"
"08/23/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210823-157.pdf"
"08/16/2021","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210816-346.pdf"
"08/10/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Minister of National Defense for Republic of Poland","POLAND","https://efile.fara.gov/docs/5430-Exhibit-AB-20210810-97.pdf"
"08/10/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210810-46.pdf"
"08/10/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210810-45.pdf"
"08/10/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210810-50.pdf"
"08/10/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210810-47.pdf"
"08/10/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210810-48.pdf"
"08/02/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210802-156.pdf"
"07/26/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210726-155.pdf"
"07/22/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210722-154.pdf"
"07/15/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210715-152.pdf"
"07/15/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210715-153.pdf"
"07/12/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210712-151.pdf"
"07/07/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210707-150.pdf"
"07/06/2021","BGR Government Affairs, LLC","5430","Short-Form","Maney, Jo"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210706-344.pdf"
"07/02/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210702-149.pdf"
"07/02/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210702-148.pdf"
"07/01/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210701-147.pdf"
"06/30/2021","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20210630-45.pdf"
"06/30/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210630-146.pdf"
"06/29/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210629-144.pdf"
"06/29/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210629-145.pdf"
"06/29/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210629-143.pdf"
"06/28/2021","BGR Government Affairs, LLC","5430","Short-Form","Ellis, Alex"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210628-340.pdf"
"06/28/2021","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210628-342.pdf"
"06/28/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","National Council of Resistance of Iran-U.S. Representative Office","IRAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20210628-96.pdf"
"06/22/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210622-142.pdf"
"06/14/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210614-140.pdf"
"06/14/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210614-141.pdf"
"06/07/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210607-139.pdf"
"06/01/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210601-138.pdf"
"05/27/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210527-137.pdf"
"05/26/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210526-135.pdf"
"05/26/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210526-136.pdf"
"05/25/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Kurdish Regional Government (formerly known as Kurdish Democratic Party)","IRAQ","https://efile.fara.gov/docs/5430-Exhibit-AB-20210525-95.pdf"
"05/25/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210525-44.pdf"
"05/24/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210524-134.pdf"
"05/24/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210524-133.pdf"
"05/21/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210521-131.pdf"
"05/21/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210521-132.pdf"
"05/14/2021","bgr","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210514-130.pdf"
"05/14/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210514-129.pdf"
"05/11/2021","5430","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210511-128.pdf"
"05/10/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210510-127.pdf"
"05/04/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210504-126.pdf"
"04/29/2021","BGR Government Affairs, LLC","5430","Short-Form","Landrum, Pete"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20210429-338.pdf"
"04/28/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210428-125.pdf"
"04/27/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210427-124.pdf"
"04/23/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210423-123.pdf"
"04/16/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210416-122.pdf"
"04/16/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210416-121.pdf"
"04/12/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210412-120.pdf"
"04/09/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Korea","KOREA SOUTH","https://efile.fara.gov/docs/5430-Exhibit-AB-20210409-94.pdf"
"04/09/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Hong Kong Trade Development Council","HONG KONG","https://efile.fara.gov/docs/5430-Exhibit-AB-20210409-92.pdf"
"04/09/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20210409-93.pdf"
"04/09/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210409-43.pdf"
"04/09/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210409-41.pdf"
"04/09/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210409-42.pdf"
"04/01/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210401-118.pdf"
"04/01/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210401-119.pdf"
"03/31/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210331-117.pdf"
"03/30/2021","5430","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210330-116.pdf"
"03/26/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210326-115.pdf"
"03/26/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210326-114.pdf"
"03/19/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Hong Kong Trade Development Council","HONG KONG","https://efile.fara.gov/docs/5430-Exhibit-AB-20210319-91.pdf"
"03/19/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210319-40.pdf"
"03/18/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210318-111.pdf"
"03/17/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210317-112.pdf"
"03/09/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210309-110.pdf"
"03/09/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210309-109.pdf"
"03/05/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210305-108.pdf"
"03/05/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210305-39.pdf"
"03/05/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20210305-90.pdf"
"02/26/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210226-107.pdf"
"02/24/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210224-106.pdf"
"02/23/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210223-105.pdf"
"02/12/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210212-104.pdf"
"02/08/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210208-103.pdf"
"02/04/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210204-102.pdf"
"02/01/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210201-101.pdf"
"01/29/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210129-100.pdf"
"01/26/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210126-99.pdf"
"01/26/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Korea","KOREA SOUTH","https://efile.fara.gov/docs/5430-Exhibit-AB-20210126-89.pdf"
"01/26/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20210126-38.pdf"
"01/22/2021","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20210122-98.pdf"
"01/19/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210119-97.pdf"
"01/12/2021","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20210112-96.pdf"
"01/08/2021","5430","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20210108-95.pdf"
"12/30/2020","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20201230-42.pdf"
"12/22/2020","5430","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20201222-94.pdf"
"12/17/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201217-93.pdf"
"12/16/2020","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20201216-334.pdf"
"12/16/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20201216-37.pdf"
"12/16/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Aviora Consult EAD (on behalf of Delyan Peevski)","BULGARIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20201216-88.pdf"
"12/16/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20201216-87.pdf"
"12/08/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201208-91.pdf"
"12/08/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201208-92.pdf"
"11/06/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201106-90.pdf"
"10/29/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20201029-36.pdf"
"10/29/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20201029-86.pdf"
"10/28/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201028-89.pdf"
"10/27/2020","5430","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20201027-88.pdf"
"10/22/2020","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20201022-85.pdf"
"10/20/2020","5430","5430","Informational Materials"," ","Government of Honduras","HONDURAS","https://efile.fara.gov/docs/5430-Informational-Materials-20201020-87.pdf"
"10/20/2020","5430","5430","Informational Materials"," ","Government of Honduras","HONDURAS","https://efile.fara.gov/docs/5430-Informational-Materials-20201020-86.pdf"
"10/19/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20201019-84.pdf"
"10/19/2020","5430","5430","Informational Materials"," ","Government of Honduras","HONDURAS","https://efile.fara.gov/docs/5430-Informational-Materials-20201019-83.pdf"
"10/14/2020","5430","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20201014-82.pdf"
"10/08/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201008-81.pdf"
"10/08/2020","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20201008-80.pdf"
"10/06/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201006-78.pdf"
"10/06/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201006-79.pdf"
"10/05/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20201005-77.pdf"
"09/30/2020","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20200930-74.pdf"
"09/30/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200930-75.pdf"
"09/30/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200930-76.pdf"
"09/28/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200928-73.pdf"
