,Date.Stamped,Registrant.Name,Registration.Number,Document.Type,Short.Form.Name,Foreign.Principal.Name,Foreign.Principal.Country,Url
529,12/2/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201202-208.pdf
530,11/30/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201130-207.pdf
531,11/20/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201120-206.pdf
532,11/16/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201116-205.pdf
533,11/13/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201113-204.pdf
534,11/9/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201109-203.pdf
535,11/2/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201102-201.pdf
536,11/2/2020,"Racepoint Global, Inc.",6650,Exhibit AB, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Exhibit-AB-20201102-2.pdf
537,10/30/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201030-202.pdf
538,10/28/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201028-200.pdf
539,10/26/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201026-199.pdf
540,10/23/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201023-198.pdf
541,10/21/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201021-197.pdf
542,10/19/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201019-196.pdf
543,10/19/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201019-195.pdf
544,10/15/2020,"Racepoint Global, Inc.",6650,Supplemental Statement, , , ,https://efile.fara.gov/docs/6650-Supplemental-Statement-20201015-3.pdf
545,10/13/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201013-194.pdf
546,10/5/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20201005-193.pdf
547,9/28/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200928-192.pdf
548,9/23/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200923-189.pdf
549,9/23/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200923-190.pdf
550,9/21/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200921-188.pdf
551,9/18/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200918-187.pdf
552,9/14/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200914-191.pdf
553,9/11/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200911-186.pdf
554,9/4/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200904-185.pdf
555,8/31/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200831-184.pdf
556,8/24/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200824-183.pdf
557,8/18/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200818-182.pdf
558,8/12/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200812-181.pdf
559,8/6/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200806-180.pdf
560,7/27/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200727-179.pdf
561,7/24/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200724-178.pdf
562,7/10/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200710-177.pdf
563,7/7/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200707-176.pdf
564,6/29/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200629-175.pdf
565,6/26/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200626-174.pdf
566,6/19/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200619-173.pdf
567,6/12/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200612-172.pdf
568,6/8/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200608-171.pdf
569,6/1/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200601-170.pdf
570,5/27/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200527-169.pdf
571,5/19/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200519-168.pdf
572,5/13/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200513-167.pdf
573,5/11/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200511-166.pdf
574,5/8/2020,"Racepoint Global, Inc.",6650,Supplemental Statement, , , ,https://efile.fara.gov/docs/6650-Supplemental-Statement-20200508-2.pdf
575,5/8/2020,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20200508-7.pdf
576,5/7/2020,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20200507-5.pdf
577,5/7/2020,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20200507-6.pdf
578,5/6/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200506-165.pdf
579,5/4/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200504-164.pdf
580,4/24/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200424-163.pdf
581,4/22/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200422-162.pdf
582,4/20/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200420-161.pdf
583,4/15/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200415-160.pdf
584,4/13/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200413-159.pdf
585,4/10/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200410-158.pdf
586,4/6/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200406-156.pdf
587,4/3/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200403-155.pdf
588,4/1/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200401-154.pdf
589,3/30/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200330-153.pdf
590,3/25/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200325-152.pdf
591,3/23/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200323-151.pdf
592,3/18/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200318-150.pdf
593,3/16/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200316-149.pdf
594,3/13/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200313-148.pdf
595,3/11/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200311-147.pdf
596,3/9/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200309-146.pdf
597,3/6/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200306-145.pdf
598,3/4/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200304-118.pdf
599,3/2/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200302-117.pdf
600,2/28/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200228-116.pdf
601,2/24/2020,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200224-104.pdf
602,2/14/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200214-103.pdf
603,2/12/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200212-101.pdf
604,2/12/2020,racepoint,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200212-100.pdf
605,2/10/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200210-99.pdf
606,2/5/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200205-98.pdf
607,2/3/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200203-97.pdf
608,1/31/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200131-96.pdf
609,1/29/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200129-95.pdf
610,1/27/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200127-92.pdf
611,1/24/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200124-78.pdf
612,1/21/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200121-77.pdf
613,1/21/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200121-91.pdf
614,1/17/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200117-86.pdf
615,1/16/2020,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20200116-4.pdf
616,1/16/2020,"Racepoint Global, Inc.",6650,Supplemental Statement, , , ,https://efile.fara.gov/docs/6650-Supplemental-Statement-20200116-1.pdf
617,1/15/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200115-84.pdf
618,1/13/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200113-83.pdf
619,1/10/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200110-82.pdf
620,1/8/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200108-81.pdf
621,1/6/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200106-80.pdf
622,1/2/2020,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20200102-79.pdf
623,12/20/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191220-76.pdf
624,12/18/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191218-113.pdf
625,12/18/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191218-127.pdf
626,12/18/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191218-90.pdf
627,12/16/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191216-89.pdf
628,12/16/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191216-126.pdf
629,12/16/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191216-112.pdf
630,12/13/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191213-88.pdf
631,12/13/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191213-125.pdf
632,12/13/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191213-111.pdf
633,12/11/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191211-124.pdf
634,12/11/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191211-85.pdf
635,12/11/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191211-110.pdf
636,12/9/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191209-123.pdf
637,12/9/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191209-109.pdf
638,12/6/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191206-122.pdf
639,12/6/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191206-108.pdf
640,12/4/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191204-107.pdf
641,12/4/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191204-121.pdf
642,12/2/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191202-120.pdf
643,12/2/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191202-106.pdf
644,11/27/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191127-105.pdf
645,11/27/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191127-119.pdf
646,11/25/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191125-141.pdf
647,11/25/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191125-87.pdf
648,11/22/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191122-71.pdf
649,11/20/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191120-73.pdf
650,11/18/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191118-70.pdf
651,11/14/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191114-140.pdf
652,11/12/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191112-72.pdf
653,11/6/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191106-62.pdf
654,11/4/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191104-66.pdf
655,11/1/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191101-75.pdf
656,10/30/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191030-60.pdf
657,10/28/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191028-61.pdf
658,10/25/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191025-59.pdf
659,10/23/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191121-64.pdf
660,10/23/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191023-139.pdf
661,10/21/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191121-63.pdf
662,10/21/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191021-138.pdf
663,10/17/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191017-137.pdf
664,10/15/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191015-69.pdf
665,10/11/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191011-67.pdf
666,10/9/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191009-68.pdf
667,10/7/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191007-50.pdf
668,10/4/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191004-54.pdf
669,10/3/2019,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20191003-3.pdf
670,10/3/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20191003-48.pdf
671,9/27/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190927-49.pdf
672,9/25/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190925-136.pdf
673,9/25/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190925-55.pdf
674,9/20/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190920-51.pdf
675,9/19/2019,"Racepoint Global, Inc.",6650,Short-Form,"Nguyen, Mai", , ,https://efile.fara.gov/docs/6650-Short-Form-20190919-28.pdf
676,9/19/2019,"Racepoint Global, Inc.",6650,Amendment, , , ,https://efile.fara.gov/docs/6650-Amendment-20190919-2.pdf
677,9/19/2019,"Racepoint Global, Inc.",6650,Short-Form,"Tyaqi, Risha", , ,https://efile.fara.gov/docs/6650-Short-Form-20190919-26.pdf
678,9/19/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190919-47.pdf
679,9/18/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190918-46.pdf
680,9/18/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190918-135.pdf
681,9/11/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190911-38.pdf
682,9/10/2019,"Racepoint Global, Inc.",6650,Short-Form,"Donald, Blair", , ,https://efile.fara.gov/docs/6650-Short-Form-20190910-22.pdf
683,9/10/2019,"Racepoint Global, Inc.",6650,Short-Form,"Fitzgerald, Elizabeth", , ,https://efile.fara.gov/docs/6650-Short-Form-20190910-24.pdf
684,9/9/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190909-43.pdf
685,9/3/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190903-134.pdf
686,8/29/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190829-44.pdf
687,8/28/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190828-52.pdf
688,8/26/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190826-41.pdf
689,8/22/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190822-40.pdf
690,8/19/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190819-36.pdf
691,8/14/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190814-34.pdf
692,8/13/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190813-45.pdf
693,8/8/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190808-133.pdf
694,8/6/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190806-32.pdf
695,8/6/2019,6650,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190806-132.pdf
696,8/5/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190805-31.pdf
697,7/25/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190725-35.pdf
698,7/22/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190722-53.pdf
699,7/17/2019,"Racepoint Global, Inc.",6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190717-30.pdf
700,7/16/2019,Racepoint,6650,Informational Materials, ,Huawei Technologies USA,CHINA,https://efile.fara.gov/docs/6650-Informational-Materials-20190716-131.pdf
